,Airline,Departure,Arrival,Dep_time,Arr_time,Duration,Journey_Type,Price
0,IndiGo,New Delhi,Varanasi,15:30,16:50,1h 20m,1 Stop,"2,060"
1,IndiGo,New Delhi,Varanasi,05:05,06:30,1h 25m,1 Stop,"2,060"
2,Go First,New Delhi,Varanasi,09:10,10:40,1h 30m,2 Stop(s),"2,060"
3,IndiGo,New Delhi,Varanasi,17:45,19:20,1h 35m,1 Stop,"2,060"
4,SpiceJet,New Delhi,Varanasi,17:30,19:00,1h 30m,1 Stop,"2,068"
5,SpiceJet,New Delhi,Varanasi,06:25,08:20,1h 55m,1 Stop,"2,068"
6,Vistara,New Delhi,Varanasi,13:20,14:45,1h 25m,1 Stop,"2,154"
7,Go First,New Delhi,Varanasi,18:55,20:10,1h 15m,1 Stop,"2,625"
8,IndiGo,New Delhi,Varanasi,10:25,11:55,1h 30m,1 Stop,"2,793"
9,Air India,New Delhi,Varanasi,10:15,11:35,1h 20m,1 Stop,"3,666"
10,Vistara,New Delhi,Varanasi,05:45,15:35,9h 50m,1 Stop,"5,674"
11,Go First,New Delhi,Varanasi,06:00,12:30,6h 30m,1 Stop,"5,819"
12,Air India,New Delhi,Varanasi,17:50,"12:40
+ 1 day",18h 50m,1 Stop,"5,894"
13,Vistara,New Delhi,Varanasi,20:40,"15:35
+ 1 day",18h 55m,1 Stop,"6,023"
14,Go First,New Delhi,Varanasi,21:00,"13:20
+ 1 day",16h 20m,1 Stop,"6,067"
15,Air India,New Delhi,Varanasi,19:00,"12:40
+ 1 day",17h 40m,1 Stop,"6,209"
16,Air India,New Delhi,Varanasi,17:50,"12:40
+ 1 day",18h 50m,1 Stop,"6,209"
17,Vistara,New Delhi,Varanasi,21:40,"15:35
+ 1 day",17h 55m,1 Stop,"6,230"
18,Go First,New Delhi,Varanasi,02:00,13:20,11h 20m,1 Stop,"6,401"
19,Go First,New Delhi,Varanasi,22:30,"13:20
+ 1 day",14h 50m,1 Stop,"6,401"
20,Vistara,New Delhi,Varanasi,10:20,15:35,5h 15m,1 Stop,"6,409"
21,Vistara,New Delhi,Varanasi,09:30,15:35,6h 05m,1 Stop,"6,409"
22,Go First,New Delhi,Varanasi,05:50,13:40,7h 50m,1 Stop,"6,521"
23,Vistara,New Delhi,Varanasi,16:55,"15:35
+ 1 day",22h 40m,1 Stop,"6,548"
24,Vistara,New Delhi,Varanasi,12:50,"15:35
+ 1 day",26h 45m,2 Stop(s),"6,548"
25,Air India,New Delhi,Varanasi,20:00,"12:40
+ 1 day",16h 40m,1 Stop,"6,629"
26,Air India,New Delhi,Varanasi,10:40,"12:40
+ 1 day",26h 00m,1 Stop,"6,629"
27,Air India,New Delhi,Varanasi,09:00,"12:40
+ 1 day",27h 40m,1 Stop,"6,629"
28,Vistara,New Delhi,Varanasi,07:30,15:35,8h 05m,2 Stop(s),"6,724"
29,Vistara,New Delhi,Varanasi,19:50,"15:35
+ 1 day",19h 45m,2 Stop(s),"6,758"
30,Vistara,New Delhi,Varanasi,15:30,"15:35
+ 1 day",24h 05m,2 Stop(s),"6,758"
31,Vistara,New Delhi,Varanasi,11:40,"15:35
+ 1 day",27h 55m,2 Stop(s),"6,758"
32,Vistara,New Delhi,Varanasi,08:50,15:35,6h 45m,1 Stop,"6,934"
33,Air India,New Delhi,Varanasi,07:00,12:40,5h 40m,2 Stop(s),"6,960"
34,Air India,New Delhi,Varanasi,17:15,"12:40
+ 1 day",19h 25m,2 Stop(s),"7,249"
35,Vistara,New Delhi,Varanasi,18:55,"15:35
+ 1 day",20h 40m,2 Stop(s),"7,283"
36,Vistara,New Delhi,Varanasi,17:45,"15:35
+ 1 day",21h 50m,2 Stop(s),"7,283"
37,Go First,New Delhi,Varanasi,06:05,16:25,10h 20m,2 Stop(s),"7,741"
38,Vistara,New Delhi,Varanasi,17:10,"15:35
+ 1 day",22h 25m,2 Stop(s),"8,644"
39,Air India,New Delhi,Varanasi,15:05,"12:40
+ 1 day",21h 35m,2 Stop(s),"8,729"
40,Vistara,New Delhi,Varanasi,13:40,"15:35
+ 1 day",25h 55m,2 Stop(s),"8,854"
41,Air India,New Delhi,Varanasi,20:40,"12:40
+ 1 day",16h 00m,2 Stop(s),"9,110"
42,Vistara,New Delhi,Varanasi,14:20,"15:35
+ 1 day",25h 15m,2 Stop(s),"9,422"
43,Vistara,New Delhi,Varanasi,17:10,"15:35
+ 1 day",22h 25m,2 Stop(s),"9,444"
44,Air India,New Delhi,Varanasi,17:20,"12:40
+ 1 day",19h 20m,2 Stop(s),"9,599"
45,Vistara,New Delhi,Varanasi,13:40,"15:35
+ 1 day",25h 55m,2 Stop(s),"9,654"
46,IndiGo,New Delhi,Ahmedabad,05:15,06:50,1h 35m,1 Stop,"2,154"
47,IndiGo,New Delhi,Ahmedabad,06:40,08:15,1h 35m,1 Stop,"2,154"
48,IndiGo,New Delhi,Ahmedabad,13:30,15:05,1h 35m,1 Stop,"2,154"
49,IndiGo,New Delhi,Ahmedabad,22:15,23:50,1h 35m,1 Stop,"2,154"
50,IndiGo,New Delhi,Ahmedabad,11:25,13:10,1h 45m,1 Stop,"2,154"
51,Go First,New Delhi,Ahmedabad,06:00,07:30,1h 30m,1 Stop,"2,161"
52,SpiceJet,New Delhi,Ahmedabad,06:10,07:40,1h 30m,1 Stop,"2,161"
53,Go First,New Delhi,Ahmedabad,15:30,17:05,1h 35m,1 Stop,"2,161"
54,SpiceJet,New Delhi,Ahmedabad,20:10,21:50,1h 40m,1 Stop,"2,161"
55,IndiGo,New Delhi,Ahmedabad,18:30,19:55,1h 25m,1 Stop,"2,312"
56,IndiGo,New Delhi,Ahmedabad,20:20,22:00,1h 40m,1 Stop,"2,312"
57,Go First,New Delhi,Ahmedabad,19:55,21:30,1h 35m,1 Stop,"2,341"
58,SpiceJet,New Delhi,Ahmedabad,19:00,"07:55
+ 1 day",12h 55m,1 Stop,"2,418"
59,IndiGo,New Delhi,Ahmedabad,15:00,20:15,5h 15m,1 Stop,"3,115"
60,IndiGo,New Delhi,Ahmedabad,13:00,20:15,7h 15m,1 Stop,"3,115"
61,IndiGo,New Delhi,Ahmedabad,07:50,15:30,7h 40m,1 Stop,"3,115"
62,IndiGo,New Delhi,Ahmedabad,06:00,15:30,9h 30m,1 Stop,"3,115"
63,IndiGo,New Delhi,Ahmedabad,05:00,15:30,10h 30m,1 Stop,"3,115"
64,IndiGo,New Delhi,Ahmedabad,21:20,"07:55
+ 1 day",10h 35m,1 Stop,"3,115"
65,Air India,New Delhi,Ahmedabad,06:55,09:10,2h 15m,1 Stop,"3,120"
66,Air India,New Delhi,Ahmedabad,19:10,20:40,1h 30m,1 Stop,"3,215"
67,Vistara,New Delhi,Ahmedabad,08:45,10:20,1h 35m,1 Stop,"3,446"
68,Go First,New Delhi,Ahmedabad,10:35,17:35,7h 00m,1 Stop,"3,702"
69,IndiGo,New Delhi,Ahmedabad,07:25,14:25,7h 00m,1 Stop,"3,820"
70,IndiGo,New Delhi,Ahmedabad,05:50,14:25,8h 35m,1 Stop,"3,820"
71,IndiGo,New Delhi,Ahmedabad,12:55,22:55,10h 00m,1 Stop,"3,994"
72,Go First,New Delhi,Ahmedabad,07:00,13:20,6h 20m,1 Stop,"4,259"
73,Go First,New Delhi,Ahmedabad,09:00,17:00,8h 00m,1 Stop,"4,260"
74,Air India,New Delhi,Ahmedabad,08:00,19:05,11h 05m,1 Stop,"4,303"
75,Go First,New Delhi,Ahmedabad,10:30,20:25,9h 55m,1 Stop,"4,353"
76,IndiGo,New Delhi,Ahmedabad,12:55,18:30,5h 35m,1 Stop,"4,364"
77,SpiceJet,New Delhi,Ahmedabad,15:30,21:55,6h 25m,2 Stop(s),"4,393"
78,Go First,New Delhi,Ahmedabad,02:00,08:50,6h 50m,2 Stop(s),"4,593"
79,Go First,New Delhi,Ahmedabad,02:00,10:45,8h 45m,3 Stop(s),"4,593"
80,Go First,New Delhi,Ahmedabad,14:20,20:25,6h 05m,4 Stop(s),"4,651"
81,Go First,New Delhi,Ahmedabad,14:20,"00:05
+ 1 day",9h 45m,2 Stop(s),"4,651"
82,Air India,New Delhi,Ahmedabad,10:40,19:05,8h 25m,2 Stop(s),"4,723"
83,SpiceJet,New Delhi,Jammu,09:20,10:40,1h 20m,1 Stop,"2,172"
84,Go First,New Delhi,Jammu,17:00,18:20,1h 20m,1 Stop,"2,256"
85,Vistara,New Delhi,Jammu,10:25,13:20,2h 55m,1 Stop,"2,275"
86,SpiceJet,New Delhi,Jammu,13:10,14:45,1h 35m,1 Stop,"2,592"
87,Go First,New Delhi,Jammu,14:15,15:35,1h 20m,1 Stop,"2,803"
88,Go First,New Delhi,Jammu,07:35,09:10,1h 35m,1 Stop,"2,803"
89,Vistara,New Delhi,Jammu,13:25,14:35,1h 10m,1 Stop,"2,989"
90,IndiGo,New Delhi,Jammu,09:35,11:05,1h 30m,1 Stop,"3,015"
91,IndiGo,New Delhi,Jammu,15:15,16:50,1h 35m,1 Stop,"3,015"
92,Air India,New Delhi,Jammu,10:50,12:20,1h 30m,1 Stop,"3,219"
93,IndiGo,New Delhi,Jammu,11:55,13:30,1h 35m,1 Stop,"3,593"
94,IndiGo,New Delhi,Jammu,09:55,12:45,2h 50m,1 Stop,"4,065"
95,IndiGo,New Delhi,Jammu,12:55,15:50,2h 55m,1 Stop,"4,065"
96,Go First,New Delhi,Jammu,06:05,10:45,4h 40m,1 Stop,"5,845"
97,Go First,New Delhi,Jammu,09:15,14:35,5h 20m,1 Stop,"6,093"
98,Go First,New Delhi,Jammu,06:25,14:35,8h 10m,1 Stop,"6,093"
99,Vistara,New Delhi,Jammu,11:45,"13:20
+ 1 day",25h 35m,1 Stop,"6,139"
100,Go First,New Delhi,Jammu,21:00,"13:15
+ 1 day",16h 15m,1 Stop,"6,300"
101,Go First,New Delhi,Jammu,02:00,13:15,11h 15m,1 Stop,"6,634"
102,Go First,New Delhi,Jammu,22:30,"13:15
+ 1 day",14h 45m,1 Stop,"6,634"
103,Air Asia,Mumbai,Goa,23:35,"00:35
+ 1 day",1h 00m,1 Stop,"2,594"
104,Air Asia,Mumbai,Goa,02:10,03:35,1h 25m,1 Stop,"2,594"
105,IndiGo,Mumbai,Goa,21:55,23:00,1h 05m,1 Stop,"2,688"
106,SpiceJet,Mumbai,Goa,23:45,"01:00
+ 1 day",1h 15m,1 Stop,"2,804"
107,Air Asia,Mumbai,Goa,04:45,05:55,1h 10m,1 Stop,"3,053"
108,SpiceJet,Mumbai,Goa,15:30,17:05,1h 35m,1 Stop,"3,118"
109,IndiGo,Mumbai,Goa,00:05,01:15,1h 10m,1 Stop,"3,368"
110,IndiGo,Mumbai,Goa,05:15,06:25,1h 10m,1 Stop,"3,368"
111,IndiGo,Mumbai,Goa,14:05,15:15,1h 10m,1 Stop,"3,368"
112,Go First,Mumbai,Goa,15:20,16:30,1h 10m,1 Stop,"3,368"
113,Go First,Mumbai,Goa,04:55,06:10,1h 15m,2 Stop(s),"3,368"
114,Go First,Mumbai,Goa,22:05,23:25,1h 20m,2 Stop(s),"3,368"
115,Air India,Mumbai,Goa,21:00,22:25,1h 25m,2 Stop(s),"3,780"
116,Air India,Mumbai,Goa,05:30,06:50,1h 20m,1 Stop,"4,305"
117,Air India,Mumbai,Goa,13:25,14:45,1h 20m,1 Stop,"4,305"
118,SpiceJet,Mumbai,Goa,11:15,12:50,1h 35m,1 Stop,"4,484"
119,Go First,Mumbai,Goa,16:20,17:45,1h 25m,1 Stop,"4,628"
120,IndiGo,Mumbai,Goa,16:55,18:00,1h 05m,1 Stop,"5,100"
121,Vistara,Mumbai,Goa,21:00,"14:05
+ 1 day",17h 05m,1 Stop,"5,297"
122,Vistara,Mumbai,Goa,19:10,"14:05
+ 1 day",18h 55m,1 Stop,"5,297"
123,Vistara,Mumbai,Goa,17:30,"14:05
+ 1 day",20h 35m,1 Stop,"5,297"
124,Go First,Mumbai,Goa,12:00,20:10,8h 10m,1 Stop,"5,350"
125,Go First,Mumbai,Goa,09:25,20:10,10h 45m,1 Stop,"5,350"
126,Go First,Mumbai,Goa,07:30,20:10,12h 40m,1 Stop,"5,350"
127,Air India,Mumbai,Goa,19:05,20:30,1h 25m,1 Stop,"5,523"
128,Go First,Mumbai,Goa,07:30,12:40,5h 10m,1 Stop,"5,599"
129,IndiGo,Mumbai,Goa,11:30,12:35,1h 05m,1 Stop,"5,628"
130,Vistara,Mumbai,Goa,16:00,"14:05
+ 1 day",22h 05m,2 Stop(s),"5,665"
131,Air Asia,Mumbai,Goa,13:05,22:00,8h 55m,1 Stop,"6,035"
132,Air India,Mumbai,Goa,09:30,20:30,11h 00m,2 Stop(s),"6,384"
133,Vistara,Mumbai,Goa,19:20,"14:05
+ 1 day",18h 45m,2 Stop(s),"6,483"
134,Vistara,Mumbai,Goa,10:45,"14:05
+ 1 day",27h 20m,2 Stop(s),"6,483"
135,Vistara,Mumbai,Goa,06:20,"14:05
+ 1 day",31h 45m,1 Stop,"6,483"
136,Air India,Mumbai,Goa,07:00,"00:35
+ 1 day",17h 35m,1 Stop,"6,910"
137,Go First,Mumbai,Goa,22:40,"12:40
+ 1 day",14h 00m,1 Stop,"7,029"
138,Air India,Mumbai,Goa,10:00,"00:35
+ 1 day",14h 35m,1 Stop,"7,225"
139,Air India,Mumbai,Goa,08:00,"00:35
+ 1 day",16h 35m,1 Stop,"7,225"
140,Air India,Mumbai,Goa,21:30,"00:35
+ 2 days",27h 05m,1 Stop,"7,225"
141,Vistara,Mumbai,Goa,22:30,23:45,1h 15m,1 Stop,"7,256"
142,Vistara,Mumbai,Goa,11:25,12:45,1h 20m,2 Stop(s),"7,256"
143,Go First,Mumbai,Goa,13:30,23:10,9h 40m,1 Stop,"7,401"
144,Go First,Mumbai,Goa,12:15,23:10,10h 55m,1 Stop,"7,401"
145,Go First,Mumbai,Goa,09:55,23:10,13h 15m,2 Stop(s),"7,401"
146,Go First,Mumbai,Goa,08:00,23:10,15h 10m,1 Stop,"7,401"
147,Air India,Mumbai,Goa,18:00,"00:35
+ 1 day",6h 35m,1 Stop,"7,645"
148,Air India,Mumbai,Goa,16:00,"00:35
+ 1 day",8h 35m,1 Stop,"7,645"
149,Vistara,Mumbai,Goa,09:05,14:05,5h 00m,1 Stop,"7,865"
